Subject,Object
Mercury-Redstone 4,space mission
Apollo 15,space mission
Big Bad Wolf,fictional wolf
Standards of Conduct Committee - Fourth Assembly,committee
"Children, Young People and Education Committee - Fourth Assembly",committee
Enterprise and Business Committee - Fourth Assembly,committee
Constitutional and Legislative Affairs Committee - Fourth Assembly,committee
Health and Social Care Committee - Fourth Assembly,committee
"Communities, Equality and Local Government Committee - Fourth Assembly",committee
Environment and Sustainability Committee - Fourth Assembly,committee
Environment and Sustainability Committee - Fourth Assembly,publisher
Finance Committee - Third Assembly,publisher
Committee on School Funding,publisher
Public Accounts Committee - Third Assembly,committee
"Health, Wellbeing and Local Government Committee - Third Assembly",committee
Finance Committee - Third Assembly,committee
Gwasg Gee,publisher
2016 Malaysia Super Series Premier,Malaysia Open Badminton Championships
2015 Malaysia Super Series Premier,Malaysia Open Badminton Championships
2014 Malaysia Super Series Premier,Malaysia Open Badminton Championships
1962 Malaysia Open Badminton Championships,Malaysia Open Badminton Championships
"Paraíso, Costa Rica",district of Costa Rica
Quesada,district of Costa Rica
Filadelfia de Guanacaste,district of Costa Rica
Desamparados,district of Costa Rica
Instituto Antártico Chileno,National Antarctic Program
"Edinburgh, Grassmarket, K6 Telephone Kiosk",red telephone box
"Aberdeen, Hazlehead Avenue, Hazelhead Park, K6 Telephone Kiosk",red telephone box
K6 Telephone Kiosk To North Of Tyldesley Chapel,red telephone box
K2 Telephone Kiosk At Junction With Whitechapel Road,red telephone box
"Khana, Nigeria",Local Government area of Lagos State
Ogba/Egbema/Ndoni,Local Government area of Lagos State
Obia/Akpor,Local Government area of Lagos State
Akpabuyo,Local Government area of Lagos State
2016 Ljubljana-Domžale-Ljubljana TT,Nagrada Ljubljane TT
2017 Ljubljana-Domžale-Ljubljana TT,Nagrada Ljubljane TT
lead-183,isotope of lead
lead-182,isotope of lead
lead-181,isotope of lead
lead-180,isotope of lead
lead-201,isotope of lead
lead-200,isotope of lead
lead-199,isotope of lead
lead-198,isotope of lead
lead-197,isotope of lead
lead-196,isotope of lead
Ryanverse,book series
Childe Cycle,fictional universe
Dragonlance,fictional universe
Childe Cycle,book series
Wisconsin's 11th congressional district,United States congressional district
Wisconsin's 10th congressional district,United States congressional district
West Virginia's at-large congressional seat,United States congressional district
West Virginia's 6th congressional district,United States congressional district
West Virginia's 5th congressional district,United States congressional district
Washington's at-large congressional district,United States congressional district
Virginia's at-large congressional seat,United States congressional district
Virginia's 22nd congressional district,United States congressional district
Virginia's 21st congressional district,United States congressional district
Virginia's 20th congressional district,United States congressional district
Virginia's 19th congressional district,United States congressional district
Virginia's 18th congressional district,United States congressional district
France at the 2018 FIFA World Cup,France at the FIFA World Cup
CD-60 6745,supergiant
[HS80] B182,supergiant
Rajon Ki Baoli,stepwell
Amritavarshini Vav,stepwell
Agrasen ki Baoli,stepwell
Adalaj Stepwell,stepwell
Ymca Hostel,hostel
Dee Side House Youth Hostel,hostel
Yha Hostel,hostel
Anderson's Hostel,hostel
Girls Hostel,hostel
Thorney Howe Youth Hostel,hostel
Mankinholes Hall  Mankinholes Youth Hostel,hostel
Edmondbyers Youth Hostel,hostel
Breitenstein Castle,rock castle
Brenner Regional Council,regional council of Israel
Faculdade Cásper Líbero,private educational institution
Podolian Voivodeship,former voivodeships of the Crown of the Kingdom of Poland
Probopass,steel-type Pokémon
Magnezone,steel-type Pokémon
Magnemite,steel-type Pokémon
Vandalism Detection in Wikidata,scientific conference paper
Analysis of Wikipedia's Translation Tool and its uses in Education,scientific conference paper
Vandalism Detection in Wikidata,scientific conference paper
Wikidata as semantic representation platform of the scientific achievements of the biomedical Collaborative Research Centre 1002,scientific conference paper
Vandalism Detection in Wikidata,scientific conference paper
Wikidata as semantic representation platform of the scientific achievements of the biomedical Collaborative Research Centre 1002,scientific conference paper
Classification of Knowledge Organization Systems with Wikidata,scientific conference paper
Wikidata as semantic representation platform of the scientific achievements of the biomedical Collaborative Research Centre 1002,scientific conference paper
Introducing Wikidata to the Linked Data Web,scientific conference paper
Vandalism Detection in Wikidata,scientific conference paper
Introducing Wikidata to the Linked Data Web,scientific conference paper
Colombian National Road Race Championships,CN
Portuguese National Road Race Championships,national road cycling championships
Czech National Road Race Championships,national road cycling championships
Romanian National Road Race Championships,national road cycling championships
Greek National Road Race Championships,national road cycling championships
Colombian National Road Race Championships,national road cycling championships
Croatian National Road Race Championships,national road cycling championships
Belarusian National Road Race Championships,national road cycling championships
Dutch National Road Race Championships,national road cycling championships
Swedish National Road Race Championships,national road cycling championships
Polish National Road Race Championships,national road cycling championships
New Zealand National Road Race Championships,national road cycling championships
Polish National Road Race Championships,national road cycling championships
New Zealand National Road Race Championships,national road cycling championships
2MASS6X J01015581-7232401,near-IR source
2MASS J23172102+5928480,near-IR source
2MASS J05300215-6956171,near-IR source
[PCC2011] C2,near-IR source
[PCC2011] C3,near-IR source
2003 Irish Open Badminton Championships,Irish Open Badminton Championships
2008 Irish Open Badminton Championships,Irish Open Badminton Championships
1905 Irish Open Badminton Championships,Irish Open Badminton Championships
2002 Irish Open Badminton Championships,Irish Open Badminton Championships
1950 Irish Open Badminton Championships,Irish Open Badminton Championships
1949 Irish Open Badminton Championships,Irish Open Badminton Championships
1948 Irish Open Badminton Championships,Irish Open Badminton Championships
1947 Irish Open Badminton Championships,Irish Open Badminton Championships
1939 Irish Open Badminton Championships,Irish Open Badminton Championships
1938 Irish Open Badminton Championships,Irish Open Badminton Championships
1937 Irish Open Badminton Championships,Irish Open Badminton Championships
1936 Irish Open Badminton Championships,Irish Open Badminton Championships
1935 Irish Open Badminton Championships,Irish Open Badminton Championships
1934 Irish Open Badminton Championships,Irish Open Badminton Championships
1933 Irish Open Badminton Championships,Irish Open Badminton Championships
2019 CS U.S. International Figure Skating Classic - ice dancing rhythm dance,rhythm dance
2019 CS Autumn Classic International - ice dancing rhythm dance,rhythm dance
2019 Junior Grand Prix Russia - ice dancing rhythm dance,rhythm dance
2019 Junior Grand Prix Latvia - ice dancing rhythm dance,rhythm dance
2019 Junior Grand Prix United States - ice dancing rhythm dance,rhythm dance
2019 NRW Trophy - senior ice dancing rhythm dance,rhythm dance
2019 Junior Grand Prix France - ice dancing rhythm dance,rhythm dance
2018-2019 Spanish Figure Skating Championships - senior ice dancing rhythm dance,rhythm dance
"Minister for Manufacturing, Innovation and Trade",public office
Minister for the River Murray,public office
Minister for Communities and Social Inclusion,public office
Minister for Youth,public office
Minister of Social Welfare,public office
Minister for Road Safety,public office
Minister for Emergency Services,public office
Minister for Police,public office
Minister for Disabilities,public office
Halle Gate,military museum
Porta Nuova,city gate
Halle Gate,city gate
Black Street's gate in Brașov,city gate
Plana Baixa,comarque of the Valencian Community
Vinalopó Mitjà,comarque of the Valencian Community
Vall d'Albaida,comarque of the Valencian Community
Alto Mijares,comarque of the Valencian Community
Ribera Alta,comarque of the Valencian Community
La Comarca de Utiel-Requena,comarque of the Valencian Community
Marina Baixa,comarque of the Valencian Community
L'Alacantí,comarque of the Valencian Community
Plana Alta,comarque of the Valencian Community
Epsilon Coronae Australis,F-type main-sequence star
Gamma Capricorni,F-type main-sequence star
HD 89744,F-type main-sequence star
Gamma Leporis,F-type main-sequence star
HAT-P-7,F-type main-sequence star
Gumala,F-type main-sequence star
Gamma Doradus,F-type main-sequence star
Alpha Caeli,F-type main-sequence star
Rho Geminorum,F-type main-sequence star
28 Cancri,F-type main-sequence star
Alpha² Canum Venaticorum,F-type main-sequence star
QW Puppis,peculiar star
Gamma Capricorni,peculiar star
Hello! Project,female idol group
Berryz Kobo,female idol group
Cute,female idol group
Super Girls,female idol group
Angerme,female idol group
Nogizaka46,female idol group
NMB48,female idol group
Morning Musume,female idol group
AKB48,female idol group
Cabildo,second-level administrative country subdivision
French National Assembly,legislature
Bundestag of Germany,legislature
Standing Committee of the National People's Congress,legislature
United States House of Representatives,legislature
Gomer Press,printer
Joh. Enschedé,printer
Pizza Schmizza,pizzeria chain
Papa Murphy's,pizzeria chain
Papa Gino's,pizzeria chain
LaRosa's Pizzeria,pizzeria chain
Happy Joe's,pizzeria chain
Papa John's Pizza,pizzeria chain
Telepizza,pizzeria chain
Sbarro,pizzeria chain
2MASS J21402588+5815262,young stellar object candidate
2MASS J18314638-0210403,young stellar object candidate
2MASS J06302940+0504123,young stellar object candidate
2MASS J21402500+5816106,young stellar object candidate
2MASS J06310608+0457529,young stellar object candidate
Champion,crane vessel
Odin,crane vessel
Maine,horse breed
Norman Cob,horse breed
Tersk horse,horse breed
Camargue horse,horse breed
Mills Junction,road junction
Elephant Square,road junction
Holborn Circus,road junction
Elephant Square,square
Holborn Circus,square
Rhexenor,crater
Poseidon,crater
Polycaste,crater
Philoetius,crater
Phemius,crater
Periboea,crater
Ormenus,crater
Oenops,crater
Nestor,crater
Bruttia,crater
Bellicia,crater
Arruntia,crater
Antonia,crater
Angioletta,crater
Alypia,crater
Albia,crater
Albana,crater
Africana,crater
Aelia,crater
Aconia,crater
Zlyden,crater
1962 European Athletics Championships,European Athletics Championships
2010 European Athletics Championships,European Athletics Championships
1969 European Athletics Championships,European Athletics Championships
1971 European Athletics Championships,European Athletics Championships
"Antonine Wall, 350m SSE of Inchyra Grange Hotel",scheduled section of Antonine Wall
"Antonine Wall, 170m NNW to 305m NE of Falkirk High School",scheduled section of Antonine Wall
"Antonine Wall, 320m S of Inchyra Grange Hotel",scheduled section of Antonine Wall
"Antonine Wall, 120m SSW of Woodside Cottage",scheduled section of Antonine Wall
"Antonine Wall, Callendar Park, Falkirk",scheduled section of Antonine Wall
"Antonine Wall,Nether Kinneil-Inveravon,rampart & ditch",scheduled section of Antonine Wall
"Antonine Wall, Seabegs Wood, rampart, ditch and Military Way",scheduled section of Antonine Wall
"Antonine Wall, Millhall Burn to River Avon",scheduled section of Antonine Wall
"Antonine Wall and Mumrills fort, Sandy Loan to A905, Falkirk",scheduled section of Antonine Wall
"Antonine Wall, Balmore Road to Summerston",scheduled section of Antonine Wall
"Antonine Wall, Lime Road to Tamfourhill",scheduled section of Antonine Wall
"Antonine Wall, River Kelvin to 120m NE of Balmuildy Cottages",scheduled section of Antonine Wall
"Antonine Wall, Summerston to River Kelvin",scheduled section of Antonine Wall
"Antonine Wall, Crow Hill to Balmore Road",scheduled section of Antonine Wall
San Giovanni in Sugana,pieve
mestranol/norethisterone,combination drug
ethinylestradiol/etonogestrel,combination drug
ethinylestradiol/norelgestromin,combination drug
estradiol cypionate/medroxyprogesterone acetate,combination drug
ethinylestradiol/levonorgestrel,combination drug
ledipasvir/sofosbuvir,combination drug
morphine/naltrexone,combination drug
ethinylestradiol/norethisterone,combination drug
mometasone/formoterol,combination drug
ethinylestradiol/drospirenone/levomefolic acid,combination drug
benzoyl peroxide/clindamycin,combination drug
adapalene/benzoyl peroxide,combination drug
estradiol/norethisterone acetate,combination drug
Wilcox,village in Saskatchewan
Waseca,village in Saskatchewan
Waldeck,village in Saskatchewan
Stenen,village in Saskatchewan
Regional District of Nanaimo,regional district of British Columbia
Peace River Regional District,regional district of British Columbia
qathet Regional District,regional district of British Columbia
Alberni-Clayoquot Regional District,regional district of British Columbia
Regional District of Central Kootenay,regional district of British Columbia
